Title,Authors,Source Title,Publication Date,Publication Year,DOI,Total Citations,Search
Investigation of boron modified graphene nanostructures; optoelectronic properties of graphene nanoparticles and transport properties of graphene nanosheets,"Armakovic, Stevan; Armakovic, Sanja J.",JOURNAL OF PHYSICS AND CHEMISTRY OF SOLIDS,NOV 2016,2016.0,10.1016/j.jpcs.2016.07.006,5,OTE
An accurate method to determine the through-plane electrical conductivity and to study transport properties in film samples,"Wei, Qingshuo; Suga, Hiroshi; Ikeda, Ichitaka; Mukaida, Masakazu; Kirihara, Kazuhiro; Naitoh, Yasuhisa; Ishida, Takao",ORGANIC ELECTRONICS,NOV 2016,2016.0,10.1016/j.orgel.2016.08.030,5,OTE
An evaluation of the technologies for heat recovery to meet onsite cooling demands,"Cola, F.; Romagnoli, A.; Hey, J.",ENERGY CONVERSION AND MANAGEMENT,AUG 1 2016,2016.0,10.1016/j.enconman.2016.05.021,5,OTE
Experimental Study of the Influence of Light Intensity on Solar Organic Rankine Cycle Power Generation System,"Wang, Yuping; Tang, Lei; Weng, Yiwu",JOURNAL OF SOLAR ENERGY ENGINEERING-TRANSACTIONS OF THE ASME,AUG 2016,2016.0,10.1115/1.4033593,5,OTE
Efficient Synthesis of One- and Two-Dimensional Multimetallic Gold-Bis(dithiolene) Complexes,"Murata, Michihisa; Kaji, Shoji; Nishimura, Hidetaka; Wakamiya, Atsushi; Murata, Yasujiro",EUROPEAN JOURNAL OF INORGANIC CHEMISTRY,JUL 2016,2016.0,10.1002/ejic.201600595,5,OTE
Parameters influencing interfacial morphology in GaAs/Ge superlattices grown by metal organic chemical vapor deposition,"Jia, Roger; Fitzgerald, Eugene A.",JOURNAL OF CRYSTAL GROWTH,FEB 1 2016,2016.0,10.1016/j.jcrysgro.2015.11.014,5,OTE
Enhanced thermoelectric properties of bismuth telluride-organic hybrid films via graphene doping,"Rahman, Airul Azha Abd; Umar, Akrajas Ali; Chen, Xiaomei; Salleh, Muhamad Mat; Oyama, Munetaka",APPLIED PHYSICS A-MATERIALS SCIENCE & PROCESSING,FEB 2016,2016.0,10.1007/s00339-016-9659-9,5,OTE
Photothermoelectric (PTE) detection of phase transitions. Application to triglycinesulphate (TGS),"Dadarlat, D.; Tudoran, C.; Surducan, V.; Bourges, C.; Lemoine, P.; Guilmeau, E.",THERMOCHIMICA ACTA,JAN 20 2016,2016.0,10.1016/j.tca.2015.11.022,5,OTE
DREAM - a versatile powder diffractometer at the ESS,"Schweika, W.; Violini, N.; Lieutenant, K.; Zendler, C.; Nekrassov, D.; Houben, A.; Jacobs, P.; Henry, P. F.",VI EUROPEAN CONFERENCE ON NEUTRON SCATTERING (ECNS2015),2016,2016.0,10.1088/1742-6596/746/1/012013,5,OTE
EXPERIMENTAL STUDY OF THE INFLUENCE OF LIGHT INTENSITY ON SOLAR ORC POWER GENERATION SYSTEM,"Wang, Yuping; Tang, Lei; Weng, Yiwu","PROCEEDINGS OF THE ASME POWER CONFERENCE, 2015",2016,2016.0,,5,OTE
Effect of different surfactants and thicknesses on electrodeposited films of bismuth telluride and its thermoelectric performance,"Kulsi, Chiranjit; Mitra, Mousumi; Kargupta, Kajari; Ganguly, Saibal; Banerjee, Dipali; Goswami, Shyamaprosad",MATERIALS RESEARCH EXPRESS,OCT 2015,2015.0,10.1088/2053-1591/2/10/106403,5,OTE
"Two isostructural halogen derivatives of 9-ethylcarbazole: crystal structure, Hirshfeld surface analysis, and structural comparison with other simple analogs","Rozycka-Sokolowska, Ewa; Marciniak, Bernard; Kosik, Sebastian; Dondela, Barbara; Bak, Zygmunt",STRUCTURAL CHEMISTRY,JUN 2015,2015.0,10.1007/s11224-014-0538-8,5,OTE
Longitudinal Spin Seebeck Effect in Bi-substituted Neodymium Iron Garnet on Gadolinium Gallium Garnet Substrate Prepared by MOD Method,"Asada, H.; Kuwahara, A.; Sueyasu, K.; Ishibashi, T.; Liu, Q.; Lou, G.; Kishimoto, K.; Koyanagi, T.","20TH INTERNATIONAL CONFERENCE ON MAGNETISM, ICM 2015",2015,2015.0,10.1016/j.phpro.2015.12.128,5,OTE
Calcium manganate: A promising candidate as buffer layer for hybrid halide perovskite photovoltaic-thermoelectric systems,"Zhao, Pengjun; Xu, Jinbao; Wang, Hongguang; Wang, Lei; Kong, Wenwen; Ren, Wei; Bian, Liang; Chang, Aimin",JOURNAL OF APPLIED PHYSICS,NOV 21 2014,2014.0,10.1063/1.4901636,5,OTE
"Graphene mediated growth of polycrystalline indium phosphide nanowires and monocrystalline-core, polycrystalline-shell silicon nanowires on copper","Norris, Kate J.; Garrett, Matthew; Coleman, Elane; Tompa, Gary S.; Zhang, Junce; Kobayashi, Nobuhiko P.",JOURNAL OF CRYSTAL GROWTH,NOV 15 2014,2014.0,10.1016/j.jcrysgro.2014.08.016,5,OTE
Molecular Dependence of the Large Seebeck Effect in tau-Type Organic Conductors,"Aizawa, Hirohito; Kuroki, Kazuhiko; Yoshino, Harukazu; Mousdis, George A.; Papavassiliou, George C.; Murata, Keizo",JOURNAL OF THE PHYSICAL SOCIETY OF JAPAN,OCT 15 2014,2014.0,10.7566/JPSJ.83.104705,5,OTE
Terahertz and infrared transmission of an organic/inorganic hybrid thermoelectric material,"Heyman, J. N.; Alebachew, B. A.; Kaminski, Z. S.; Nguyen, M. D.; Coates, N. E.; Urban, J. J.",APPLIED PHYSICS LETTERS,APR 7 2014,2014.0,10.1063/1.4871316,5,OTE
"Synthesis, Chemical, and Thermoelectric Properties of n-Type pi-Conjugated Polymer Composed of 1,2,4-Triazole and Pyridine Rings and Its Metal Complexes","Yamaguchi, Isao; Nagano, Tomoyuki",JOURNAL OF APPLIED POLYMER SCIENCE,FEB 15 2014,2014.0,10.1002/app.39928,5,OTE
Effects of hydrazine on the solvothermal synthesis of Cu2ZnSnSe4 and Cu2CdSnSe4 nanocrystals for particle-based deposition of films,"Chiang, Ming-Hung; Fu, Yaw-Shyan; Shih, Cheng-Hung; Kuo, Chun-Cheng; Guo, Tzung-Fang; Lin, Wen-Tai",THIN SOLID FILMS,OCT 1 2013,2013.0,10.1016/j.tsf.2013.03.096,5,OTE
Significant improvement in the thermoelectric properties of zwitterionic polysquaraine composite films,"Ho, Mei-Chan; Chao, Ching-Hsun; Lo, An-Ya; Chen, Chun-Hua; Wu, Ren-Jye; Tsai, Mei-Hui; Huang, Yi-Chia; Whang, Wha-Tzong",MATERIALS CHEMISTRY AND PHYSICS,SEP 16 2013,2013.0,10.1016/j.matchemphys.2013.06.024,5,OTE
"Pure and Sr(II)-Added Copper Aluminate Nanocomposites: Structural, Electrical and Alcohol Sensing Studies","Kumar, R. Thinesh; Vijaya, J. Judith; Kennedy, L. John",JOURNAL OF NANOSCIENCE AND NANOTECHNOLOGY,AUG 2013,2013.0,10.1166/jnn.2013.7450,5,OTE
Thermoelectric power of TTF[Ni(dmit)(2)](2),"Kaddour, Wafa; Auban-Senzier, Pascale; Pasquier, Claude; Valade, Lydie",PHYSICA B-CONDENSED MATTER,JUN 1 2012,2012.0,10.1016/j.physb.2012.01.014,5,OTE
MOCVD Growth of Erbium Monoantimonide Thin Film and Nanocomposites for Thermoelectrics,"Norris, Kate J.; Lohn, Andrew J.; Onishi, Takehiro; Coleman, Elane; Wong, Vernon; Shakouri, Ali; Tompa, Gary S.; Kobayashi, Nobuhiko P.",JOURNAL OF ELECTRONIC MATERIALS,MAY 2012,2012.0,10.1007/s11664-012-2094-6,5,OTE
A Cryogen-free Refrigerating Prconcentration/Thermal Desorption Instrument for On-line Determination of Volatile Organic Compounds in Ambient Air,Peng Hong; Chen Shi-Heng; Li Wei-Wei; Wu Da-Peng; Guan Ya-Feng,CHINESE JOURNAL OF ANALYTICAL CHEMISTRY,OCT 2011,2011.0,10.3724/SP.J.1096.2011.01482,5,OTE
Angle dependent magnetothermopower of alpha-(ET)(2)KHg(SCN)(4),"Krstovska, D.; Steven, E.; Choi, E. S.; Brooks, J. S.",LOW TEMPERATURE PHYSICS,SEP-OCT 2011,2011.0,10.1063/1.3670035,5,OTE
Evaporation and decomposition of acrylic acid grafted luminescent silicon quantum dots in ultrahigh vacuum,"Chao, Yimin; Wang, Qi; Coxon, Paul; Walton, Alex",CONDENSED MATTER AND MATERIALS PHYSICS CONFERENCE (CMMP10),2011,2011.0,10.1088/1742-6596/286/1/012039,5,OTE
Portable surface-enhanced Raman spectroscopy for insecticide detection using silver nanorod film fabricated by magnetron sputtering,"Wong-ek, Krongkamol; Horprathum, Mati; Eiamchai, Pitak; Limnonthakul, Puenisara; Patthanasettakul, Viyapol; Chindaudom, Pongpan; Nuntawong, Noppadon",PLASMONICS IN BIOLOGY AND MEDICINE VIII,2011,2011.0,10.1117/12.874601,5,OTE
Stress reduction and electric properties of InSb thin films grown by metalorganic vapor phase epitaxy on sapphire substrates with an InAs buffer layer,"Yamaguchi, Shigeo; Matsumoto, Masashi",VACUUM,JUN 4 2010,2010.0,10.1016/j.vacuum.2010.02.012,5,OTE
Newly synthesized fused heterocyclic compounds in thin films with semiconductor properties,"Leontie, L.; Danac, R.; Druta, I.; Carlescu, A.; Rusu, G. I.",SYNTHETIC METALS,JUN 2010,2010.0,10.1016/j.synthmet.2010.03.022,5,OTE
Electrochemical copolymerization and characterization of dianilines linked by polyether bridge with aniline,"Tirkes, Seha; Onal, Ahmet M.",JOURNAL OF APPLIED ELECTROCHEMISTRY,APR 2010,2010.0,10.1007/s10800-009-0062-5,5,OTE
REVIEW OF WASTE HEAT RECOVERY MECHANISMS FOR INTERNAL COMBUSTION ENGINES,"Armstead, John R.; Miers, Scott A.",PROCEEDINGS OF THE ASME INTERNAL COMBUSTION ENGINE DIVISION FALL TECHNICAL CONFERENCE,2010,2010.0,,5,OTE
Electrical d.c. conduction mechanism in some newly synthesized mono- and dipyridine quaternary salts in thin films,"Leontie, L.; Druta, I.; Furdui, B.; Nica, V.; Rusu, G. I.",SYNTHETIC METALS,SEP 2009,2009.0,10.1016/j.synthmet.2009.06.003,5,OTE
On the Thermoelectric Potential of Inverse Clathrates,"Falmbigl, Matthias; Rogl, Peter F.; Bauer, Ernst; Kriegisch, Martin; Mueller, Herbert; Paschen, Silke",MATERIALS AND DEVICES FOR THERMAL-TO-ELECTRIC ENERGY CONVERSION,2009,2009.0,,5,OTE
Temperature- and field-dependent conductivity in disordered materials,"Bourbie, D.; Ikrelef, N.; Driss-Khodja, K.; Nedellec, P.",PHYSICAL REVIEW B,MAY 2007,2007.0,10.1103/PhysRevB.75.184204,5,OTE
On the electronic transport properties of some thiosemicarbazide derivatives complexed with nickel cations,"Caplanus, I.; Rusu, Mihaela; Rusu, G. G.; Leontie, L.",MATERIALS CHEMISTRY AND PHYSICS,JAN 15 2007,2007.0,10.1016/j.matchemphys.2006.02.017,5,OTE
Ultrahigh-pressure effects in metallo-organics,"Kagoshima, Seiichi; Kondo, Ryusuke; Matsushita, Nobuyuki; Higa, Momoka; Ovsyannikov, Sergey V.; Shaydarova, Nadezhda A.; Shchennikov, Vladimir V.; Manakov, Andrey Y.; Likhacheva, Anna Y.",PHYSICA STATUS SOLIDI B-BASIC SOLID STATE PHYSICS,JAN 2007,2007.0,10.1002/pssb.200672530,5,OTE
A new challenge of polymer thermoelectric materials as ecomaterials,"Shinohara, Yoshikazu; Imai, Yoshio; Isoda, Yukihiro; Hiraishi, Kentaro; Nakanishi, Hachiro","THERMEC 2006, PTS 1-5",2007,2007.0,10.4028/www.scientific.net/MSF.539-543.2329,5,OTE
"On the electronic transport properties of 4,4 '-bipyridinium dibromides in thin films","Leontie, L; Druta, I; Rotaru, A; Podaru, C; Rusu, GI",MATERIALS CHEMISTRY AND PHYSICS,JUN 10 2006,2006.0,10.1016/j.matchemphys.2005.08.050,5,OTE
Growth of high quality Per(2)M(mnt)(2) single crystals; Evidence of beta-phase in Per(2)Pt(mnt)(2),"Henriques, Rui T.; Sousa, Iris; Dias, Joao C.; Lopes, Elsa B.; Almeida, Manuel; Matos, Manuel",JOURNAL OF LOW TEMPERATURE PHYSICS,FEB 2006,2006.0,10.1007/BF02679531,5,OTE
Ultrasonication of bismuth telluride nanocrystals fabricated by solvothermal method,"Chu, Sang-Hyon; Choi, Sang H.; Kim, Jae-Woo; King, Glen C.; Elliott, James R.","SMART STRUCTURES AND MATERIALS 2006: SMART ELECTRONICS, MEMS, BIOMEMS, AND NANOTECHNOLOGY",2006,2006.0,10.1117/12.658071,5,OTE
Structural characteristics of Bi2Te3 and Sb2Te3 films on (001) GaAs substrates grown by MOCVD,"Kim, Jeong-Hun; Kwon, Sung-Do; Jeong, Dae-Yong; Ju, Byeong-Kwon; Yoon, Seok-Jin; Kim, Jin-Sang","ICT'06: XXV INTERNATIONAL CONFERENCE ON THERMOELECTRICS, PROCEEDINGS",2006,2006.0,,5,OTE
Molecular conductors containing photoreactive species,"Naito, T; Inabe, T",JOURNAL DE PHYSIQUE IV,APR 2004,2004.0,10.1051/jp4:2004114131,5,OTE
Inhomogeneous doping of polyaniline doped with sodium-hexafluorophosphate (NaPF6),"Jung, JH; Kim, JY; Kim, BH; Moon, BW; Joo, J; Chang, SH; Ryu, KS",JOURNAL OF THE KOREAN PHYSICAL SOCIETY,MAY 2002,2002.0,,5,OTE
Charge transport and applications to the secondary batteries of lithium salt doped polyaniline,"Jung, JH; Kim, BH; Lee, DE; Lee, SY; Moon, BW; Joo, J; Chang, SH; Ryu, KS",JOURNAL OF THE KOREAN PHYSICAL SOCIETY,OCT 2000,2000.0,,5,OTE
Electric charging and charge release in hornet silk,"Ishay, JS; Kirshboim, S",JOURNAL OF OPTOELECTRONICS AND ADVANCED MATERIALS,MAR 2000,2000.0,,5,OTE
Polymer based thermoelectric nanocomposite materials and devices: Fabrication and characteristics,"Nandihalli, Nagaraj; Liu, Chia-Jyi; Mori, Takao",NANO ENERGY,DEC 2020,2020.0,10.1016/j.nanoen.2020.105186,4,OTE
Review of current high-ZT thermoelectric materials,"Wei, Jiangtao; Yang, Liangliang; Ma, Zhe; Song, Peishuai; Zhang, Mingliang; Ma, Jing; Yang, Fuhua; Wang, Xiaodong",JOURNAL OF MATERIALS SCIENCE,SEP 2020,2020.0,10.1007/s10853-020-04949-0,4,OTE
"Polymeric thermoelectric PEDOT: PSS & composites: Synthesis, progress, and applications","Panigrahy, Sibasankar; Kandasubramanian, Balasubramanian",EUROPEAN POLYMER JOURNAL,JUN 5 2020,2020.0,10.1016/j.eurpolymj.2020.109726,4,OTE
Enhanced Thermoelectric Performance in Lead-Free Inorganic CsSn1-xGexI3 Perovskite Semiconductors,"Qian, Feng; Hu, Mingyu; Gong, Jue; Ge, Chunyu; Zhou, Yunxuan; Guo, Jun; Chen, Min; Ge, Zhenhua; Padture, Nitin P.; Zhou, Yuanyuan; Feng, Jing",JOURNAL OF PHYSICAL CHEMISTRY C,JUN 4 2020,2020.0,10.1021/acs.jpcc.0c00459,4,OTE
Recent Progress in Organic Thermoelectric Materials and Devices,"Lee, Soonyong; Kim, Soohyun; Pathak, Ambika; Tripathi, Ayushi; Qiao, Tian; Lee, Yeran; Lee, Hyunjung; Woo, Han Young",MACROMOLECULAR RESEARCH,JUN 2020,2020.0,10.1007/s13233-020-8116-y,4,OTE
Computational and experimental investigation on effective utilization of waste heat from diesel engine exhaust using a fin protracted heat exchanger,"Ravi, Rajesh; Pachamuthu, Senthilkumar; Kasinathan, Padmanathan",ENERGY,JUN 1 2020,2020.0,10.1016/j.energy.2020.117489,4,OTE
The Role of Electrostatic Interaction between Free Charge Carriers and Counterions in Thermoelectric Power Factor of Conducting Polymers: From Crystalline to Polycrystalline Domains,"Shi, Wen; Yildirim, Erol; Wu, Gang; Wong, Zicong Marvin; Deng, Tianqi; Wang, Jian-Sheng; Xu, Jianwei; Yang, Shuo-Wang",ADVANCED THEORY AND SIMULATIONS,JUN 2020,2020.0,10.1002/adts.202000015,4,OTE
An Environmentally Stable and Lead-Free Chalcogenide Perovskite,"Gupta, Tushar; Ghoshal, Debjit; Yoshimura, Anthony; Basu, Swastik; Chow, Philippe K.; Lakhnot, Aniruddha S.; Pandey, Juhi; Warrender, Jeffrey M.; Efstathiadis, Harry; Soni, Ajay; Osei-Agyemang, Eric; Balasubramanian, Ganesh; Zhang, Shengbai; Shi, Su-Fei; Lu, Toh-Ming; Meunier, Vincent; Koratkar, Nikhil",ADVANCED FUNCTIONAL MATERIALS,JUN 2020,2020.0,10.1002/adfm.202001387,4,OTE
Enhanced thermoelectric properties of copper phthalocyanine/single-walled carbon nanotubes hybrids,"Chen, Yanling; Qu, Sanyin; Shi, Wei; Yao, Qin; Chen, Lidong",CARBON,APR 15 2020,2020.0,10.1016/j.carbon.2019.12.066,4,OTE
Flexible metal-free hybrid hydrogel thermoelectric fibers,"Liu, Jing; Zhu, Zhengyou; Zhou, Weiqiang; Liu, Peipei; Liu, Peng; Liu, Guoqiang; Xu, Jingkun; Jiang, Qinglin; Jiang, Fengxing",JOURNAL OF MATERIALS SCIENCE,JUL 2020,2020.0,10.1007/s10853-020-04382-3,4,OTE
"An overview on the synthesis and recent applications of conducting poly(3,4-ethylenedioxythiophene) (PEDOT) in industry and biomedicine","Rahimzadeh, Zahra; Naghib, Seyed Morteza; Zare, Yasser; Rhee, Kyong Yop",JOURNAL OF MATERIALS SCIENCE,JUN 2020,2020.0,10.1007/s10853-020-04561-2,4,OTE
A density functional theory (DFT) study of the doping effect on 2-cyano-3-[4 (diphenylamino) phenyl] acrylic acid,"Fonkem, C. C.; Ejuh, G. W.; Nya, F. Tchangnwa; Kamsi, R. A. Yossa; Assatse, Y. Tadjouteu; Ndjaka, J. M. B.",CHINESE JOURNAL OF PHYSICS,FEB 2020,2020.0,10.1016/j.cjph.2019.11.010,4,OTE
"Study of the molecular structure, electronic and chemical properties of Rubescin D molecule","Kamsi, R. A. Yossa; Ejuh, G. W.; Mkounga, P.; Ndjaka, J. M. B.",CHINESE JOURNAL OF PHYSICS,FEB 2020,2020.0,10.1016/j.cjph.2019.10.016,4,OTE
Enhanced thermoelectric performance from self-assembled alkyl chain-linked naphthalenediimide/single walled carbon nanotubes composites,"Niu, Ruixue; Pan, Chengjun; Chen, Zhongming; Wang, Luhai; Wang, Lei",CHEMICAL ENGINEERING JOURNAL,FEB 1 2020,2020.0,10.1016/j.cej.2019.122650,4,OTE
Feasible tuning of barrier energy in PEDOT:PSS/Bi2Te3 nanowires-based thermoelectric nanocomposite thin films through polar solvent vapor annealing,"Kim, Wan Sik; Anoop, Gopinathan; Jeong, Il-Seok; Lee, Hye Jeong; Kim, Hyun Bin; Kim, Soo Hyeon; Goo, Gi Won; Lee, Hyunmyung; Lee, Hyeon Jun; Kim, Chingu; Lee, Joo-Hyoung; Mun, Bongjin Simon; Park, Ji-Woong; Lee, Eunji; Jo, Ji Young",NANO ENERGY,JAN 2020,2020.0,10.1016/j.nanoen.2019.104207,4,OTE
Power Factor of One Molecule Thick Films and Length Dependence,"Park, Sohyun; Kang, Seohyun; Yoon, Hyo Jae",ACS CENTRAL SCIENCE,DEC 26 2019,2019.0,10.1021/acscentsci.9b01042,4,OTE
Efficient Debundling of Few-Walled Carbon Nanotubes by Wrapping with Donor-Acceptor Polymers for Improving Thermoelectric Properties,"Jung, Jaemin; Suh, Eui Hyun; Jeong, Yong Jin; Yang, Han Sol; Lee, Taekseong; Jang, Jaeyoung",ACS APPLIED MATERIALS & INTERFACES,DEC 18 2019,2019.0,10.1021/acsami.9b16012,4,OTE
Validity of the Mott formula and the origin of thermopower in pi-conjugated semicrystalline polymers,"Watanabe, Shun; Ohno, Masahiro; Yamashita, Yu; Terashige, Tsubasa; Okamoto, Hiroshi; Takeya, Jun",PHYSICAL REVIEW B,DEC 18 2019,2019.0,10.1103/PhysRevB.100.241201,4,OTE
Large-Area Laying of Soft Textile Power Generators for the Realization of Body Heat Harvesting Clothing,"Chen, Yao-Shing; Lwo, Ben-Je",COATINGS,DEC 2019,2019.0,10.3390/coatings9120831,4,OTE
Thermoelectric performance of adenine and porphine,"Zhang, Peng-Peng; Tan, Shi-Hua; Long, Meng-Qiu; Peng, Xiao-Fang",APPLIED PHYSICS EXPRESS,DEC 1 2019,2019.0,10.7567/1882-0786/ab5454,4,OTE
"Organic Semiconducting Materials Based on BDOPV: Structures, Properties, and Applications","Li Ding; Wang, Zi-Yuan; Wang, Jie-Yu; Pei, Jian",CHINESE JOURNAL OF CHEMISTRY,JAN 2020,2020.0,10.1002/cjoc.201900347,4,OTE
A Brief Review on Measuring Methods of Thermal Conductivity of Organic and Hybrid Thermoelectric Materials,"Wang, Hanfu; Chu, Weiguo; Chen, Guangming",ADVANCED ELECTRONIC MATERIALS,NOV 2019,2019.0,10.1002/aelm.201900167,4,OTE
Thermoelectric properties of PEDOT/PSS films prepared by a Gel-film formation process,"Maeda, Ryota; Kawakami, Hiroshi; Shinohara, Yoshikazu; Kanazawa, Ikuzo; Mitsuishi, Masaya",MATERIALS LETTERS,SEP 15 2019,2019.0,10.1016/j.matlet.2019.05.005,4,OTE
Flexible and Stretchable Self-Powered Multi-Sensors Based on the N-Type Thermoelectric Response of Polyurethane/Na-x(Ni-ett)(n) Composites,"Wan, Kening; Taroni, Prospero J.; Liu, Zilu; Liu, Yi; Tu, Ying; Santagiuliana, Giovanni; Hsia, I-Chuan; Zhang, Han; Fenwick, Oliver; Krause, Steffi; Baxendale, Mark; Schroeder, Bob C.; Bilotti, Emiliano",ADVANCED ELECTRONIC MATERIALS,,2019.0,10.1002/aelm.201900582,4,OTE
Charge Transport and Thermoelectric Properties of Carbon Sulfide Nanobelts in Single-Molecule Sensors,"Jones, Leighton O.; Mosquera, Martin A.; Schatz, George C.; Ratner, Mark A.",CHEMISTRY OF MATERIALS,SEP 10 2019,2019.0,10.1021/acs.chemmater.8b05119,4,OTE
Quantitative Analysis of the Plasmonic Photo-Thermoelectric Phenomenon,"Kubo, Wakana; Kondo, Masaki; Miwa, Kaito",JOURNAL OF PHYSICAL CHEMISTRY C,SEP 5 2019,2019.0,10.1021/acs.jpcc.9b03332,4,OTE
Thermoelectric polymer composite yarns and an energy harvesting wearable textile,"Pope, Jonathan; Lekakou, Constantina",SMART MATERIALS AND STRUCTURES,SEP 2019,2019.0,10.1088/1361-665X/ab1cc1,4,OTE
Effect of backbone structure on the thermoelectric performance of indacenodithiophene-based conjugated polymers,"Wei, Chunxiang; Wang, Luhai; Pan, Chengjun; Chen, Zhongming; Zhao, Hongbin; Wang, Lei",REACTIVE & FUNCTIONAL POLYMERS,SEP 2019,2019.0,10.1016/j.reactfunctpolym.2019.05.015,4,OTE
Two Different Length-Dependent Regimes in Thermoelectric Large-Area Junctions of n-Alkanethiolates,"Park, Sohyun; Cho, Nayoung; Yoon, Hyo Jae",CHEMISTRY OF MATERIALS,AUG 13 2019,2019.0,10.1021/acs.chemmater.9b02461,4,OTE
Solvent-free synthesis of organometallic halides CH3NH3PbI3 and (CH3NH3)(3)Bi2I9 and their thermoelectric transport properties,"Long, Xiang; Pan, Zhenyu; Zhang, Zhuolei; Urban, Jeffrey J.; Wang, Heng",APPLIED PHYSICS LETTERS,AUG 12 2019,2019.0,10.1063/1.5113535,4,OTE
Thermoelectric Performance Improvement of Polymer Nanocomposites by Selective Thermal Degradation,"Stevens, Daniel L.; Parra, Aaron; Grunlan, Jaime C.",ACS APPLIED ENERGY MATERIALS,AUG 2019,2019.0,10.1021/acsaem.9b01079,4,OTE
Operational Optimisation of a Non-Recuperative 1-kWe Organic Rankine Cycle Engine Prototype,"Unamba, Chinedu K.; Sapin, Paul; Li, Xiaoya; Song, Jian; Wang, Kai; Shu, Gequn; Tian, Hua; Markides, Christos N.",APPLIED SCIENCES-BASEL,AUG 1 2019,2019.0,10.3390/app9153024,4,OTE
Significantly Enhanced Power Factors of p-Type Carbon Nanotube-Based Composite Films by Tailoring the Peripheral Substituents in Porphyrin,"Zhou, Yan; Yin, Xiaojun; Liu, Yijia; Zhou, Xiaoyan; Wan, Tao; Wang, Shichao; Gao, Chunmei; Wang, Lei",ACS SUSTAINABLE CHEMISTRY & ENGINEERING,JUL 1 2019,2019.0,10.1021/acssuschemeng.9b02337,4,OTE
A Full-Solid-State Humidity Pump for Localized Humidity Control,"Li, Bangjun; Hua, Lingji; Tu, Yaodong; Wang, Ruzhu",JOULE,JUN 19 2019,2019.0,10.1016/j.joule.2019.03.018,4,OTE
From thermoelectricity to phonoelectricity,"Melnick, Corey; Kaviany, Massoud",APPLIED PHYSICS REVIEWS,JUN 2019,2019.0,10.1063/1.5031425,4,OTE
Boosting the Seebeck Coefficient for Organic Coordination Polymers: Role of Doping-Induced Polaron Band Formation,"Liu, Yunpeng; Shi, Wen; Zhao, Tianqi; Wang, Dong; Shuai, Zhigang",JOURNAL OF PHYSICAL CHEMISTRY LETTERS,MAY 16 2019,2019.0,10.1021/acs.jpclett.9b00716,4,OTE
