wl1,a,b,c,d,e,f,h,g,j
2129.51,0.001667,0.2513,0.003074,0.3872,0.3137,0.005322,0.2631,0.008235,0.148
2129.992,8.07E-04,0.2505,0.002313,0.3866,0.3132,0.004668,0.2626,0.007809,0.1476
2130.474,3.39E-06,0.2498,0.001224,0.3856,0.3125,0.004039,0.2621,0.007319,0.1472
2130.956,-6.08E-04,0.2493,-5.16E-05,0.3845,0.3118,0.003488,0.2616,0.006782,0.1467
2131.438,-9.24E-04,0.2491,-0.001343,0.3833,0.3112,0.003042,0.2613,0.006233,0.1462
2131.92,-8.93E-04,0.2492,-0.00252,0.3823,0.3107,0.002711,0.2611,0.005733,0.1458
2132.402,-5.26E-04,0.2497,-0.003477,0.3815,0.3105,0.002504,0.261,0.005379,0.1455
2132.884,4.44E-05,0.2503,-0.004164,0.381,0.3105,0.002424,0.2611,0.005269,0.1455
2133.367,6.27E-04,0.251,-0.00457,0.3807,0.3108,0.002476,0.2612,0.005466,0.1457
2133.849,0.001055,0.2515,-0.004726,0.3807,0.3114,0.002669,0.2616,0.005948,0.1463
2134.331,0.001245,0.2518,-0.004651,0.3809,0.3123,0.003016,0.262,0.00664,0.147
2134.813,0.001245,0.2519,-0.004391,0.3813,0.3131,0.003505,0.2626,0.007392,0.1479
2135.295,0.001207,0.252,-0.003989,0.3818,0.3139,0.004096,0.2633,0.00803,0.1486
2135.777,0.001326,0.2522,-0.003494,0.3825,0.3145,0.004703,0.2641,0.00841,0.149
2136.259,0.001717,0.2527,-0.002949,0.3832,0.3149,0.005228,0.2647,0.008483,0.1491
2136.741,0.002364,0.2534,-0.002379,0.3839,0.3149,0.005584,0.2652,0.008284,0.149
2137.223,0.003125,0.2542,-0.001799,0.3846,0.3147,0.005721,0.2655,0.007909,0.1487
2137.706,0.003764,0.255,-0.001228,0.3853,0.3143,0.005643,0.2655,0.007488,0.1484
2138.188,0.004072,0.2554,-6.90E-04,0.386,0.3138,0.005418,0.2654,0.007144,0.1481
2138.67,0.003966,0.2554,-2.15E-04,0.3866,0.3134,0.005143,0.2653,0.006955,0.148
2139.152,0.003493,0.255,1.71E-04,0.3871,0.3132,0.004906,0.2651,0.006959,0.148
2139.634,0.002813,0.2544,4.59E-04,0.3876,0.3133,0.004764,0.2651,0.007157,0.1483
2140.116,0.002116,0.2538,6.34E-04,0.3879,0.3137,0.004738,0.2652,0.007531,0.1487
2140.598,0.001542,0.2533,6.77E-04,0.3881,0.3143,0.004802,0.2654,0.008025,0.1493
2141.08,0.001124,0.253,5.46E-04,0.3881,0.315,0.0049,0.2656,0.008559,0.1499
2141.563,8.01E-04,0.2528,1.45E-04,0.3878,0.3157,0.004963,0.2658,0.009024,0.1504
2142.045,4.65E-04,0.2525,-5.74E-04,0.3872,0.316,0.004936,0.2659,0.009315,0.1508
2142.527,3.86E-05,0.2522,-0.001641,0.3863,0.3159,0.004781,0.2659,0.009324,0.1509
2143.009,-4.60E-04,0.2518,-0.002939,0.3852,0.3154,0.00452,0.2658,0.009025,0.1506
2143.491,-9.23E-04,0.2514,-0.004258,0.384,0.3147,0.004226,0.2656,0.008479,0.1502
2143.973,-0.001178,0.2513,-0.005328,0.3831,0.3141,0.004018,0.2655,0.00779,0.1495
2144.455,-0.001069,0.2515,-0.005882,0.3827,0.3137,0.004035,0.2656,0.007096,0.1489
2144.937,-5.23E-04,0.2521,-0.005753,0.3829,0.3139,0.004379,0.2661,0.006508,0.1484
2145.419,3.75E-04,0.2531,-0.004973,0.3839,0.3145,0.005051,0.2669,0.006055,0.148
2145.902,0.001429,0.2543,-0.00371,0.3853,0.3155,0.005957,0.2679,0.005703,0.1477
2146.384,0.002352,0.2553,-0.002276,0.3868,0.3164,0.006898,0.269,0.00538,0.1475
2146.866,0.002897,0.2559,-0.001005,0.3882,0.3172,0.007649,0.2699,0.005043,0.1472
2147.348,0.002952,0.2561,-1.29E-04,0.3893,0.3176,0.008056,0.2704,0.004718,0.1469
2147.83,0.00253,0.2557,2.13E-04,0.3898,0.3177,0.00801,0.2705,0.00451,0.1468
2148.312,0.001853,0.2551,8.24E-05,0.3898,0.3177,0.007555,0.2702,0.004521,0.1469
2148.794,0.001193,0.2546,-4.11E-04,0.3894,0.3176,0.006738,0.2695,0.004829,0.1473
2149.276,8.02E-04,0.2543,-0.001064,0.3889,0.3177,0.005674,0.2685,0.005377,0.1479
2149.759,8.04E-04,0.2544,-0.001719,0.3884,0.3177,0.004458,0.2674,0.006013,0.1486
2150.241,0.001172,0.2548,-0.002257,0.388,0.3178,0.003209,0.2663,0.006534,0.1492
2150.723,0.001776,0.2555,-0.002592,0.3878,0.3179,0.002112,0.2653,0.006756,0.1495
2151.205,0.002418,0.2563,-0.002667,0.3879,0.318,0.001419,0.2648,0.006613,0.1494
2151.687,0.002936,0.2569,-0.002447,0.3882,0.3182,0.001383,0.2649,0.006195,0.149
2152.169,0.003263,0.2573,-0.001937,0.3889,0.3186,0.002105,0.2657,0.005701,0.1486
2152.651,0.003403,0.2576,-0.001169,0.3898,0.3192,0.003525,0.2672,0.005317,0.1483
2153.133,0.003398,0.2576,-2.55E-04,0.3909,0.3198,0.005336,0.2692,0.00515,0.1482
2153.615,0.0033,0.2576,5.77E-04,0.3918,0.3203,0.006979,0.271,0.005143,0.1482
2154.098,0.003134,0.2576,0.001058,0.3925,0.3205,0.00791,0.272,0.005109,0.1483
2154.58,0.002889,0.2574,8.75E-04,0.3924,0.3202,0.007642,0.2719,0.004822,0.1481
2155.062,0.002548,0.2572,-1.48E-04,0.3915,0.3195,0.00603,0.2704,0.004141,0.1474
2155.544,0.002117,0.2568,-0.001909,0.3899,0.3185,0.003374,0.2679,0.003119,0.1465
2156.026,0.001658,0.2565,-0.004034,0.388,0.3174,2.91E-04,0.2649,0.002013,0.1455
2156.508,0.00131,0.2562,-0.00584,0.3863,0.3165,-0.00229,0.2624,0.00122,0.1447
2156.99,0.001281,0.2563,-0.006663,0.3856,0.3161,-0.003515,0.2613,0.001108,0.1447
2157.472,0.001779,0.2569,-0.006109,0.3863,0.3164,-0.002868,0.2621,0.001863,0.1455
2157.955,0.002968,0.2582,-0.004136,0.3884,0.3173,-2.42E-04,0.2649,0.003467,0.1472
2158.437,0.004809,0.2601,-0.001212,0.3915,0.319,0.003803,0.269,0.005609,0.1494
2158.919,0.007086,0.2625,0.001999,0.3948,0.321,0.008377,0.2737,0.007867,0.1517
2159.401,0.009479,0.265,0.004892,0.3979,0.3232,0.01254,0.278,0.009816,0.1537
2159.883,0.01155,0.2671,0.007026,0.4002,0.3253,0.01539,0.281,0.01107,0.1551
2160.365,0.01295,0.2686,0.0084,0.4017,0.327,0.01656,0.2823,0.01151,0.1556
2160.847,0.01357,0.2693,0.009339,0.4028,0.3283,0.01629,0.2822,0.01127,0.1554
2161.329,0.01344,0.2693,0.0102,0.4038,0.3291,0.01513,0.2811,0.01062,0.1548
2161.811,0.01285,0.2688,0.01123,0.4049,0.3298,0.01387,0.28,0.009916,0.1542
2162.294,0.01221,0.2683,0.01235,0.4062,0.3304,0.01317,0.2794,0.00952,0.1538
2162.776,0.01184,0.268,0.01329,0.4073,0.3313,0.01335,0.2797,0.009658,0.1541
2163.258,0.01192,0.2682,0.01378,0.4079,0.3324,0.01434,0.2808,0.01039,0.1549
2163.74,0.01245,0.2688,0.01379,0.4081,0.3337,0.01585,0.2825,0.01162,0.1562
2164.222,0.0133,0.2697,0.01359,0.408,0.3351,0.01748,0.2842,0.01312,0.1577
2164.704,0.01429,0.2708,0.01362,0.4082,0.3365,0.01889,0.2858,0.01454,0.1592
2165.186,0.01523,0.2719,0.01432,0.4091,0.3377,0.01989,0.2869,0.01555,0.1603
2165.668,0.01604,0.2728,0.01584,0.4107,0.3386,0.02046,0.2876,0.01594,0.1607
2166.15,0.01675,0.2736,0.01803,0.4131,0.3393,0.02066,0.2879,0.01567,0.1605
2166.633,0.01746,0.2744,0.02052,0.4157,0.3398,0.02065,0.288,0.01491,0.1599
2167.115,0.01829,0.2753,0.02288,0.4182,0.3406,0.02057,0.2881,0.01392,0.1589
2167.597,0.01934,0.2764,0.02477,0.4202,0.3417,0.02058,0.2882,0.01302,0.1581
2168.079,0.0206,0.2778,0.02614,0.4217,0.3434,0.02078,0.2885,0.01245,0.1576
2168.561,0.02192,0.2792,0.02708,0.4228,0.3456,0.02118,0.2891,0.01229,0.1575
2169.043,0.02309,0.2805,0.02779,0.4237,0.348,0.02178,0.2898,0.01252,0.1578
2169.525,0.02385,0.2813,0.02838,0.4244,0.3502,0.02249,0.2906,0.01296,0.1583
2170.007,0.02403,0.2816,0.02886,0.425,0.3519,0.02317,0.2914,0.01342,0.1588
2170.49,0.02353,0.2812,0.02907,0.4254,0.3526,0.0237,0.2921,0.01373,0.1592
2170.972,0.0225,0.2803,0.02895,0.4254,0.3525,0.02398,0.2925,0.01383,0.1594
2171.454,0.02112,0.279,0.02847,0.4251,0.3516,0.02397,0.2926,0.01372,0.1593
2171.936,0.01968,0.2776,0.02773,0.4245,0.3504,0.02368,0.2924,0.01348,0.1592
2172.418,0.01837,0.2764,0.02692,0.4238,0.349,0.02323,0.2921,0.01322,0.159
2172.9,0.01732,0.2755,0.02614,0.4232,0.3476,0.02273,0.2917,0.01303,0.1589
2173.382,0.01654,0.2748,0.02538,0.4226,0.3464,0.0223,0.2914,0.01294,0.1588
2173.864,0.01595,0.2743,0.02453,0.4219,0.3452,0.02202,0.2913,0.01293,0.1589
2174.346,0.01548,0.2739,0.02342,0.4209,0.3441,0.02188,0.2913,0.01296,0.159
2174.829,0.01512,0.2737,0.02195,0.4196,0.3431,0.02182,0.2913,0.01299,0.1591
2175.311,0.0149,0.2735,0.02016,0.418,0.3424,0.02175,0.2914,0.01303,0.1592
2175.793,0.01489,0.2736,0.01822,0.4162,0.342,0.02159,0.2914,0.01315,0.1594
2176.275,0.01511,0.2739,0.01638,0.4145,0.342,0.0213,0.2912,0.01344,0.1597
2176.757,0.01549,0.2744,0.01486,0.4131,0.3424,0.0209,0.2909,0.014,0.1604
2177.239,0.01587,0.2749,0.01381,0.4122,0.3431,0.02047,0.2906,0.01487,0.1613
2177.721,0.01606,0.2752,0.01331,0.4118,0.3442,0.0201,0.2904,0.01601,0.1625
2178.203,0.01594,0.2751,0.01338,0.4121,0.3454,0.01986,0.2903,0.01726,0.1638
2178.686,0.01556,0.2749,0.01397,0.4128,0.3468,0.01979,0.2903,0.01842,0.1651
2179.168,0.01511,0.2745,0.01504,0.414,0.3481,0.01988,0.2905,0.01929,0.166
2179.65,0.01495,0.2744,0.0166,0.4157,0.3491,0.02019,0.291,0.0197,0.1665
2180.132,0.01542,0.275,0.01858,0.4178,0.3495,0.02076,0.2917,0.01969,0.1665
2180.614,0.01674,0.2764,0.02088,0.4203,0.3494,0.02169,0.2927,0.01941,0.1663
2181.096,0.01894,0.2787,0.02341,0.423,0.3489,0.02304,0.2942,0.01915,0.1661
2181.578,0.02186,0.2817,0.0261,0.4258,0.3484,0.02483,0.2961,0.01918,0.1662
2182.06,0.02519,0.2852,0.02897,0.4288,0.3484,0.02702,0.2984,0.01974,0.1669
2182.542,0.02856,0.2886,0.03212,0.4321,0.3493,0.02948,0.301,0.02086,0.1681
2183.025,0.0317,0.2919,0.03577,0.4359,0.3516,0.03213,0.3038,0.02247,0.1697
2183.507,0.0345,0.2948,0.04003,0.4403,0.3551,0.03492,0.3067,0.02429,0.1716
2183.989,0.03698,0.2973,0.04506,0.4455,0.3596,0.03795,0.3099,0.02609,0.1735
2184.471,0.03938,0.2998,0.05085,0.4514,0.365,0.0414,0.3135,0.02771,0.1752
2184.953,0.04199,0.3025,0.05736,0.4581,0.3708,0.04553,0.3177,0.02916,0.1767
2185.435,0.04514,0.3058,0.06454,0.4654,0.3772,0.05058,0.3229,0.0306,0.1782
2185.917,0.04909,0.3098,0.07235,0.4734,0.384,0.05669,0.3291,0.03228,0.18
2186.399,0.054,0.3148,0.08081,0.482,0.3913,0.06387,0.3364,0.03446,0.1822
2186.882,0.05974,0.3207,0.0899,0.4912,0.3992,0.07193,0.3446,0.03722,0.185
2187.364,0.06609,0.3271,0.09955,0.501,0.4078,0.08058,0.3534,0.04055,0.1884
2187.846,0.07255,0.3337,0.1095,0.5111,0.4167,0.08936,0.3623,0.04426,0.1922
2188.328,0.07847,0.3397,0.1192,0.521,0.4256,0.09763,0.3707,0.04805,0.1961
2188.81,0.08332,0.3446,0.1282,0.5301,0.4341,0.1048,0.378,0.05159,0.1997
2189.292,0.08658,0.348,0.1357,0.5378,0.4416,0.1102,0.3835,0.05452,0.2027
2189.774,0.08812,0.3496,0.1411,0.5433,0.4473,0.1132,0.3866,0.05654,0.2048
2190.256,0.0881,0.3497,0.1441,0.5464,0.4507,0.1136,0.3872,0.05744,0.2057
2190.738,0.08682,0.3485,0.1445,0.547,0.4516,0.1115,0.3852,0.05712,0.2055
2191.221,0.08464,0.3464,0.1421,0.5447,0.4496,0.107,0.3809,0.05554,0.204
2191.703,0.08191,0.3438,0.1374,0.5401,0.4454,0.1007,0.3747,0.05295,0.2014
2192.185,0.07876,0.3408,0.1305,0.5334,0.4392,0.09317,0.3673,0.04964,0.1982
2192.667,0.07524,0.3373,0.122,0.5251,0.432,0.08496,0.3592,0.04605,0.1947
2193.149,0.07127,0.3335,0.1125,0.5157,0.4243,0.07661,0.351,0.04257,0.1913
2193.631,0.06682,0.3291,0.1025,0.5059,0.4166,0.06853,0.343,0.03946,0.1882
2194.113,0.06188,0.3243,0.09281,0.4963,0.4092,0.06101,0.3356,0.03684,0.1857
2194.595,0.0566,0.3191,0.08369,0.4874,0.4021,0.05424,0.329,0.03464,0.1836
2195.077,0.0512,0.3138,0.07544,0.4793,0.3955,0.0483,0.3232,0.03271,0.1817
2195.56,0.04595,0.3086,0.06821,0.4722,0.3893,0.04325,0.3182,0.03092,0.18
2196.042,0.04109,0.3039,0.06195,0.4661,0.3838,0.03901,0.3141,0.02917,0.1783
2196.524,0.03681,0.2997,0.05668,0.4609,0.379,0.03551,0.3107,0.02747,0.1767
2197.006,0.03311,0.2961,0.05224,0.4567,0.3749,0.03251,0.3079,0.02589,0.1751
2197.488,0.03,0.2931,0.04862,0.4532,0.3715,0.02989,0.3054,0.02457,0.1739
2197.97,0.02738,0.2905,0.04576,0.4505,0.3686,0.02745,0.3031,0.0236,0.173
2198.452,0.02517,0.2884,0.04353,0.4484,0.3661,0.02511,0.3009,0.02302,0.1725
2198.934,0.02329,0.2866,0.04174,0.4468,0.3636,0.02281,0.2987,0.02279,0.1723
2199.417,0.02167,0.2851,0.04011,0.4453,0.3611,0.02058,0.2966,0.02276,0.1724
2199.899,0.02031,0.2839,0.03841,0.4437,0.3586,0.01853,0.2947,0.02273,0.1724
2200.381,0.01917,0.2828,0.03646,0.4419,0.3561,0.01678,0.293,0.02248,0.1722
2200.863,0.01819,0.2819,0.03423,0.4398,0.3539,0.0154,0.2918,0.02184,0.1716
2201.345,0.01726,0.2811,0.03182,0.4376,0.352,0.01438,0.2909,0.02075,0.1706
2201.827,0.01631,0.2802,0.02946,0.4354,0.3504,0.01371,0.2904,0.01925,0.1692
2202.309,0.01526,0.2793,0.02737,0.4334,0.3492,0.01326,0.29,0.01755,0.1676
2202.791,0.01413,0.2783,0.02569,0.4319,0.3482,0.01291,0.2898,0.0159,0.166
2203.273,0.01297,0.2772,0.02448,0.4308,0.3474,0.01258,0.2896,0.01458,0.1647
2203.756,0.01187,0.2762,0.02358,0.4301,0.3467,0.01218,0.2894,0.01371,0.1639
2204.238,0.01093,0.2753,0.02281,0.4295,0.3461,0.01173,0.289,0.01341,0.1637
2204.72,0.0102,0.2747,0.02199,0.4288,0.3456,0.01125,0.2887,0.01358,0.1639
2205.202,0.009681,0.2743,0.02097,0.4279,0.3453,0.01082,0.2884,0.01408,0.1645
2205.684,0.009346,0.2741,0.0197,0.4268,0.3451,0.0105,0.2882,0.01473,0.1652
2206.166,0.009138,0.2739,0.01818,0.4254,0.3449,0.01034,0.2882,0.01537,0.1659
2206.648,0.009014,0.2739,0.01646,0.4239,0.3448,0.01033,0.2883,0.01589,0.1665
2207.13,0.008935,0.2739,0.01458,0.4221,0.3446,0.0104,0.2885,0.01627,0.167
2207.613,0.008885,0.274,0.01257,0.4203,0.3442,0.01049,0.2887,0.0165,0.1673
2208.095,0.008838,0.274,0.01051,0.4184,0.3436,0.01052,0.2888,0.01662,0.1675
2208.577,0.008766,0.2741,0.008505,0.4165,0.3427,0.01044,0.2889,0.01668,0.1676
2209.059,0.008647,0.274,0.006717,0.4149,0.3417,0.0103,0.2889,0.01674,0.1677
2209.541,0.008481,0.274,0.005354,0.4137,0.3406,0.01017,0.2889,0.01684,0.1679
2210.023,0.0083,0.2739,0.004633,0.4131,0.3397,0.01016,0.289,0.01702,0.1681
2210.505,0.008152,0.2738,0.004601,0.4132,0.3391,0.01031,0.2893,0.01728,0.1685
2210.987,0.008083,0.2739,0.005203,0.4139,0.339,0.01063,0.2897,0.01759,0.1689
2211.469,0.008113,0.274,0.006215,0.4151,0.3393,0.01107,0.2903,0.01791,0.1692
2211.952,0.008232,0.2742,0.007267,0.4163,0.34,0.01155,0.2909,0.01821,0.1696
2212.434,0.008421,0.2745,0.008016,0.4172,0.3408,0.01203,0.2915,0.01846,0.1699
2212.916,0.008706,0.2749,0.00823,0.4176,0.3415,0.01251,0.2921,0.01872,0.1703
2213.398,0.009167,0.2754,0.007867,0.4174,0.342,0.01305,0.2928,0.01905,0.1707
2213.88,0.009896,0.2763,0.007111,0.4168,0.3424,0.01374,0.2936,0.01956,0.1712
2214.362,0.01097,0.2774,0.006256,0.4161,0.3429,0.01464,0.2947,0.02032,0.1721
2214.844,0.01234,0.2789,0.005601,0.4156,0.3436,0.01576,0.2959,0.02131,0.1731
2215.326,0.01383,0.2805,0.005343,0.4154,0.3446,0.01701,0.2973,0.02248,0.1744
2215.809,0.01522,0.282,0.005481,0.4157,0.3459,0.01824,0.2986,0.02369,0.1756
2216.291,0.01625,0.2831,0.005927,0.4163,0.3474,0.01926,0.2998,0.02481,0.1768
2216.773,0.01677,0.2837,0.006508,0.417,0.3487,0.01986,0.3005,0.02569,0.1778
2217.255,0.01678,0.2838,0.007065,0.4177,0.3498,0.01995,0.3007,0.02625,0.1784
2217.737,0.0164,0.2835,0.007508,0.4183,0.3505,0.01949,0.3004,0.02644,0.1787
2218.219,0.01582,0.2831,0.007825,0.4187,0.3508,0.0186,0.2996,0.02631,0.1786
2218.701,0.01519,0.2825,0.008034,0.4191,0.3507,0.01745,0.2986,0.02596,0.1783
2219.183,0.01457,0.282,0.008146,0.4193,0.3502,0.01627,0.2976,0.0255,0.1779
2219.665,0.01392,0.2815,0.00813,0.4194,0.3494,0.01521,0.2966,0.02504,0.1775
2220.148,0.01315,0.2808,0.007927,0.4194,0.3483,0.01433,0.2959,0.02465,0.1772
2220.63,0.01221,0.2799,0.007453,0.419,0.3469,0.01362,0.2953,0.02429,0.1769
2221.112,0.01111,0.2789,0.00669,0.4184,0.3454,0.01295,0.2948,0.02386,0.1766
2221.594,0.009933,0.2779,0.005701,0.4175,0.3438,0.01223,0.2942,0.02319,0.176
2222.076,0.008818,0.2768,0.004603,0.4166,0.3424,0.01137,0.2935,0.02214,0.175
2222.558,0.007864,0.276,0.003546,0.4157,0.3413,0.01037,0.2926,0.02065,0.1736
2223.04,0.007114,0.2753,0.002656,0.4149,0.3405,0.009261,0.2916,0.01878,0.1718
2223.522,0.006522,0.2748,0.001987,0.4144,0.3399,0.008127,0.2906,0.01674,0.1698
2224.005,0.005978,0.2744,0.001494,0.414,0.3395,0.007038,0.2897,0.0148,0.1679
2224.487,0.005372,0.2739,0.001089,0.4137,0.3392,0.006042,0.2888,0.0132,0.1664
2224.969,0.004627,0.2732,6.87E-04,0.4135,0.3389,0.005165,0.288,0.01211,0.1654
2225.451,0.003735,0.2724,2.52E-04,0.4132,0.3386,0.004416,0.2874,0.01154,0.1649
2225.933,0.002759,0.2716,-1.78E-04,0.4129,0.3381,0.003781,0.2869,0.0114,0.1648
2226.415,0.001801,0.2707,-5.19E-04,0.4126,0.3375,0.003234,0.2865,0.01153,0.165
2226.897,9.81E-04,0.27,-6.94E-04,0.4126,0.337,0.002744,0.2861,0.01179,0.1653
2227.379,3.81E-04,0.2695,-7.08E-04,0.4127,0.3367,0.00228,0.2858,0.01205,0.1657
2227.861,7.51E-05,0.2693,-6.56E-04,0.4129,0.3367,0.001842,0.2855,0.01229,0.166
2228.344,6.71E-05,0.2694,-7.06E-04,0.413,0.337,0.001458,0.2852,0.01251,0.1663
2228.826,3.43E-04,0.2697,-0.00102,0.4128,0.3376,0.001192,0.2851,0.01271,0.1665
2229.308,8.26E-04,0.2703,-0.001651,0.4123,0.3384,0.0011,0.2852,0.01287,0.1668
2229.79,0.001413,0.271,-0.002519,0.4116,0.3392,0.00122,0.2854,0.01292,0.1669
2230.272,0.001971,0.2717,-0.003411,0.4108,0.3398,0.001519,0.2858,0.01282,0.1669
2230.754,0.002374,0.2722,-0.004081,0.4103,0.34,0.001926,0.2864,0.01253,0.1666
2231.236,0.002525,0.2724,-0.00432,0.4102,0.3398,0.002338,0.2869,0.01208,0.1662
2231.718,0.002417,0.2724,-0.004091,0.4105,0.3392,0.002663,0.2874,0.01155,0.1658
2232.2,0.002089,0.2722,-0.003453,0.4113,0.3385,0.002843,0.2877,0.01105,0.1654
2232.683,0.001643,0.2718,-0.00259,0.4123,0.3378,0.002874,0.2878,0.01071,0.1651
2233.165,0.001191,0.2715,-0.001716,0.4133,0.3373,0.002801,0.2878,0.01057,0.165
2233.647,8.12E-04,0.2712,-9.99E-04,0.4142,0.337,0.002686,0.2878,0.01064,0.1652
2234.129,5.23E-04,0.271,-5.08E-04,0.4148,0.337,0.002584,0.2878,0.01086,0.1655
2234.611,2.94E-04,0.2709,-2.46E-04,0.4152,0.3373,0.002516,0.2878,0.01117,0.1658
2235.093,6.97E-05,0.2707,-1.50E-04,0.4154,0.3378,0.00247,0.2879,0.01147,0.1662
2235.575,-1.81E-04,0.2706,-1.82E-04,0.4155,0.3384,0.002413,0.2879,0.01168,0.1665
2236.057,-4.48E-04,0.2704,-3.29E-04,0.4155,0.339,0.00231,0.2879,0.01175,0.1666
2236.54,-6.84E-04,0.2703,-6.19E-04,0.4153,0.3396,0.00214,0.2878,0.01167,0.1666
2237.022,-8.32E-04,0.2702,-0.001093,0.415,0.3401,0.001908,0.2877,0.01146,0.1665
2237.504,-8.54E-04,0.2703,-0.00176,0.4145,0.3404,0.001644,0.2875,0.01116,0.1662
2237.986,-7.58E-04,0.2705,-0.002553,0.4138,0.3405,0.001393,0.2874,0.01086,0.166
2238.468,-5.81E-04,0.2708,-0.003348,0.4131,0.3406,0.001203,0.2873,0.01064,0.1659
2238.95,-3.75E-04,0.2711,-0.003956,0.4127,0.3405,0.001124,0.2873,0.01058,0.1659
2239.432,-1.92E-04,0.2714,-0.0042,0.4125,0.3405,0.00119,0.2875,0.01072,0.1661
2239.914,-6.09E-05,0.2716,-0.004008,0.4129,0.3406,0.001401,0.2878,0.01102,0.1665
2240.396,3.01E-07,0.2718,-0.00335,0.4137,0.3408,0.00175,0.2882,0.01144,0.1669
2240.879,-7.24E-06,0.2719,-0.002364,0.4148,0.3412,0.002181,0.2887,0.01185,0.1674
2241.361,-7.27E-05,0.2719,-0.001249,0.416,0.3416,0.002618,0.2893,0.01217,0.1678
2241.843,-1.76E-04,0.2719,-2.01E-04,0.4172,0.3419,0.002985,0.2897,0.01232,0.168
2242.325,-2.92E-04,0.2719,5.84E-04,0.4181,0.3422,0.003195,0.29,0.01226,0.168
2242.807,-3.91E-04,0.2719,0.001015,0.4187,0.3423,0.003212,0.2901,0.012,0.1679
2243.289,-4.58E-04,0.2719,0.001036,0.4189,0.3423,0.00302,0.29,0.01156,0.1675
2243.771,-5.09E-04,0.2719,6.90E-04,0.4186,0.3422,0.002656,0.2898,0.01097,0.167
2244.253,-5.89E-04,0.272,8.28E-05,0.4182,0.3422,0.00219,0.2894,0.0103,0.1664
2244.736,-7.62E-04,0.2719,-6.54E-04,0.4176,0.3421,0.001691,0.289,0.009628,0.1658
2245.218,-0.001062,0.2717,-0.001353,0.417,0.3421,0.001226,0.2886,0.009053,0.1653
2245.7,-0.001475,0.2714,-0.001847,0.4166,0.3422,8.37E-04,0.2883,0.008685,0.165
2246.182,-0.001916,0.271,-0.002002,0.4166,0.3424,5.54E-04,0.2881,0.008614,0.165
2246.664,-0.002256,0.2708,-0.001775,0.417,0.3428,3.93E-04,0.2881,0.008858,0.1653
2247.146,-0.002361,0.2708,-0.001212,0.4177,0.3431,3.75E-04,0.2882,0.009379,0.1659
2247.628,-0.002149,0.2711,-4.54E-04,0.4186,0.3435,5.20E-04,0.2884,0.01006,0.1666
2248.11,-0.001617,0.2717,3.10E-04,0.4195,0.3439,8.34E-04,0.2888,0.01076,0.1674
2248.592,-8.59E-04,0.2726,9.06E-04,0.4202,0.344,0.001287,0.2894,0.01131,0.168
2249.075,-4.28E-05,0.2735,0.001253,0.4207,0.344,0.001801,0.29,0.01164,0.1684
2249.557,6.63E-04,0.2743,0.001373,0.4209,0.3438,0.002271,0.2905,0.01171,0.1685
2250.039,0.001129,0.2749,0.001366,0.4211,0.3435,0.0026,0.291,0.01159,0.1685
2250.521,0.001286,0.2751,0.001347,0.4212,0.3431,0.002719,0.2912,0.01135,0.1683
2251.003,0.001162,0.2751,0.001395,0.4214,0.3428,0.002641,0.2912,0.0111,0.1681
2251.485,8.49E-04,0.2749,0.001508,0.4216,0.3425,0.002449,0.2911,0.01091,0.168
2251.967,4.50E-04,0.2746,0.001632,0.4219,0.3425,0.002247,0.291,0.01078,0.168
2252.449,6.72E-05,0.2743,0.001693,0.4221,0.3426,0.002139,0.291,0.01072,0.168
2252.932,-2.27E-04,0.2741,0.001647,0.4221,0.3429,0.00217,0.2911,0.01069,0.168
2253.414,-4.04E-04,0.274,0.001511,0.4221,0.3432,0.002316,0.2913,0.01066,0.1681
2253.896,-4.63E-04,0.2741,0.001342,0.4221,0.3435,0.002499,0.2916,0.01065,0.1681
2254.378,-4.20E-04,0.2742,0.001216,0.4221,0.3438,0.002618,0.2918,0.01066,0.1682
2254.86,-2.91E-04,0.2744,0.001181,0.4222,0.3441,0.002592,0.2919,0.01074,0.1683
2255.342,-1.00E-04,0.2747,0.001224,0.4224,0.3444,0.002413,0.2918,0.01089,0.1686
2255.824,1.32E-04,0.2751,0.001285,0.4226,0.3446,0.002138,0.2916,0.01112,0.1689
2256.306,3.73E-04,0.2754,0.001286,0.4227,0.345,0.001874,0.2915,0.01139,0.1692
2256.788,5.85E-04,0.2757,0.001175,0.4228,0.3454,0.001731,0.2914,0.01166,0.1695
2257.271,7.28E-04,0.276,9.56E-04,0.4227,0.3459,0.001777,0.2916,0.01186,0.1698
2257.753,7.84E-04,0.2761,6.91E-04,0.4225,0.3464,0.001991,0.2919,0.01197,0.17
2258.235,7.51E-04,0.2762,4.62E-04,0.4224,0.3467,0.002309,0.2923,0.01194,0.17
2258.717,6.63E-04,0.2762,3.30E-04,0.4224,0.3469,0.002618,0.2927,0.0118,0.17
2259.199,5.51E-04,0.2762,3.16E-04,0.4226,0.3469,0.002828,0.293,0.01157,0.1698
2259.681,4.44E-04,0.2762,3.90E-04,0.4228,0.3468,0.00289,0.2932,0.0113,0.1696
2260.163,3.47E-04,0.2762,4.85E-04,0.423,0.3466,0.002825,0.2932,0.01104,0.1694
2260.645,2.41E-04,0.2762,5.36E-04,0.4232,0.3463,0.002688,0.2932,0.01085,0.1693
2261.127,9.72E-05,0.2761,5.10E-04,0.4233,0.346,0.002546,0.2931,0.01072,0.1692
